Symbol,Date,Open,High,Low,Close,Volume
035720,2010-01-27,14049,14109,13587,13989,166836
035720,2010-01-28,14049,14551,13828,14531,146932
035720,2010-01-29,14170,14651,14049,14170,133663
035720,2010-02-01,14170,14451,14049,14411,74728
035720,2010-02-02,14571,14652,14391,14612,116512
035720,2010-02-03,14771,14812,14089,14491,162244
035720,2010-02-04,14431,14431,13969,14050,108450
035720,2010-02-05,13467,13608,13286,13608,121509
035720,2010-02-08,13547,13567,13326,13347,63183
035720,2010-02-09,13267,13508,13267,13468,82177
035720,2010-02-10,13487,13989,13487,13889,113336
035720,2010-02-11,13969,14411,13969,14351,110516
035720,2010-02-12,14571,14752,14210,14431,145248
035720,2010-02-16,14270,14551,14150,14411,43993
035720,2010-02-17,14571,14632,14351,14632,64903
035720,2010-02-18,14631,14831,14290,14551,49991
035720,2010-02-19,14430,14631,14189,14210,29588
035720,2010-02-22,14330,14411,14230,14371,28555
035720,2010-02-23,14411,14752,14270,14612,54520
035720,2010-02-24,14591,14591,14290,14411,37085
035720,2010-02-25,14531,14551,14009,14210,52504
035720,2010-02-26,14190,14230,13909,14110,36660
035720,2010-03-02,14150,14330,13688,14070,76025
035720,2010-03-03,14169,14209,13908,13989,59252
035720,2010-03-04,13909,14049,13587,13608,98903
035720,2010-03-05,13708,13809,13608,13809,67113
035720,2010-03-08,13809,13909,13668,13809,77090
035720,2010-03-09,13748,13789,13447,13488,125428
035720,2010-03-10,13568,13769,13488,13729,50812
035720,2010-03-11,13748,13949,13668,13809,101072
035720,2010-03-12,13748,13848,13547,13588,59691
035720,2010-03-15,13568,13708,13447,13548,35569
035720,2010-03-16,13608,13608,13427,13448,28195
035720,2010-03-17,13568,13969,13568,13789,206273
035720,2010-03-18,13668,13869,13648,13869,48942
035720,2010-03-19,13869,13949,13708,13789,87472
035720,2010-03-22,13828,14029,13628,13849,77863
035720,2010-03-23,13949,13949,13648,13729,80971
035720,2010-03-24,13809,13909,13688,13749,91368
035720,2010-03-25,13768,13909,13668,13809,103077
035720,2010-03-26,13888,13888,13687,13708,53030
035720,2010-03-29,13628,13728,13527,13628,80521
035720,2010-03-30,13708,13708,13406,13708,104676
035720,2010-03-31,13768,13768,13347,13528,86343
035720,2010-04-01,13467,13849,13227,13769,254830
035720,2010-04-02,13788,13949,13607,13949,91470
035720,2010-04-05,13909,14009,13788,13869,377787
035720,2010-04-06,13849,14130,13648,13789,85387
035720,2010-04-07,13848,13848,13547,13648,120865
035720,2010-04-08,13588,13648,13267,13267,256701
035720,2010-04-09,13347,13427,13146,13347,96880
035720,2010-04-12,13327,13327,13026,13187,98918
035720,2010-04-13,13186,13186,12905,13146,109978
035720,2010-04-14,13146,13448,13086,13448,96837
035720,2010-04-15,13447,13749,13267,13749,85267
035720,2010-04-16,13647,13708,13427,13708,77551
035720,2010-04-19,13528,13809,13488,13749,135050
035720,2010-04-20,13748,13849,13668,13849,58576
035720,2010-04-21,13909,13949,13748,13849,81750
035720,2010-04-22,13909,13909,13708,13849,42255
035720,2010-04-23,13889,13909,13788,13829,37649
035720,2010-04-26,13869,13989,13708,13849,56831
035720,2010-04-27,13768,13929,13568,13849,89989
035720,2010-04-28,13587,13688,13447,13688,104260
035720,2010-04-29,13648,13648,13407,13648,58473
035720,2010-04-30,13547,13688,13306,13367,112324
035720,2010-05-03,13467,13949,13427,13849,509057
035720,2010-05-04,14390,15173,14270,15113,1018963
035720,2010-05-06,14852,15695,14832,15334,389869
035720,2010-05-07,15012,16096,14832,15956,366437
035720,2010-05-10,15956,16017,15475,15716,371886
035720,2010-05-11,15715,16197,15274,15555,275125
035720,2010-05-12,15695,16298,15254,16298,301510
035720,2010-05-13,16398,16860,16398,16559,979912
035720,2010-05-14,16559,16719,16157,16258,217944
035720,2010-05-17,15916,16458,15816,16258,152597
035720,2010-05-18,16498,16739,15896,16338,261205
035720,2010-05-19,16057,16438,15936,16298,182146
035720,2010-05-20,16157,16297,15836,16117,150089
035720,2010-05-24,16017,16057,15455,15997,118921
035720,2010-05-25,15735,15916,15033,15836,161444
035720,2010-05-26,15716,15876,15435,15696,118739
035720,2010-05-27,15655,15856,15093,15174,252567
035720,2010-05-28,15193,15434,14431,14712,405736
035720,2010-05-31,14953,15776,14912,15776,432674
035720,2010-06-01,15936,16056,15434,15615,197531
035720,2010-06-03,15856,16297,15555,15756,245194
035720,2010-06-04,15756,15796,15414,15696,205421
035720,2010-06-07,15274,15756,15093,15696,137235
035720,2010-06-08,15715,16859,15514,16759,280396
035720,2010-06-09,16940,17582,16598,16920,359599
035720,2010-06-10,17060,17080,16478,17000,175181
035720,2010-06-11,17100,17100,16297,16699,349058
035720,2010-06-14,16699,17201,16478,17161,290470
035720,2010-06-15,17180,17401,16839,17060,316942
035720,2010-06-16,17140,17320,16939,17040,290986
035720,2010-06-17,17140,17140,16638,16940,182805
035720,2010-06-18,16899,17140,16859,17060,145416
035720,2010-06-21,17180,17501,16939,17321,208395
035720,2010-06-22,17201,17482,17201,17382,98315
035720,2010-06-23,17301,17361,16739,16880,177738
035720,2010-06-24,16940,17020,16779,16800,115308
035720,2010-06-25,16779,17160,16698,17000,90996
035720,2010-06-28,16880,17201,16880,17121,70475
035720,2010-06-29,17080,17241,16599,16840,80886
035720,2010-06-30,16618,17040,16598,16980,74434
035720,2010-07-01,16779,16979,16237,16458,108563
035720,2010-07-02,16398,16579,16016,16017,120909
035720,2010-07-05,16297,16759,16056,16679,83123
035720,2010-07-06,16658,16859,16578,16719,69287
035720,2010-07-07,16860,16880,16559,16559,65448
035720,2010-07-08,16759,16859,16599,16599,39545
035720,2010-07-09,16799,16840,16458,16840,52593
035720,2010-07-12,17040,17060,16879,16960,54958
035720,2010-07-13,17060,17060,16759,16820,81033
035720,2010-07-14,16819,16940,16498,16619,170654
035720,2010-07-15,16538,16719,16538,16599,186280
035720,2010-07-16,16699,16759,16418,16559,88315
035720,2010-07-19,16237,16558,16237,16338,52171
035720,2010-07-20,16457,16979,16437,16759,107364
035720,2010-07-21,16899,16960,16658,16960,83344
035720,2010-07-22,17060,17260,16899,17060,187906
035720,2010-07-23,17321,17381,17060,17201,95882
035720,2010-07-26,17080,17381,17080,17161,84554
035720,2010-07-27,17240,17320,17060,17060,82504
035720,2010-07-28,17221,17221,16840,16840,46114
035720,2010-07-29,16840,16960,16498,16820,69915
035720,2010-07-30,16959,17200,16819,17060,70257
035720,2010-08-02,17040,17301,17020,17261,61237
035720,2010-08-03,17381,17482,16057,16057,263829
035720,2010-08-04,16217,16357,15514,15856,356324
035720,2010-08-05,15956,16096,15815,15876,89228
035720,2010-08-06,15976,15976,15635,15716,78927
035720,2010-08-09,15675,15875,15072,15093,239304
035720,2010-08-10,15193,15253,14852,15033,213581
035720,2010-08-11,15053,15173,14612,14612,168675
035720,2010-08-12,14451,14872,14350,14652,103693
035720,2010-08-13,14752,14832,14611,14712,103881
035720,2010-08-16,14711,14952,14671,14812,122803
035720,2010-08-17,14912,15233,14892,15033,203428
035720,2010-08-18,15053,15093,14391,14612,232336
035720,2010-08-19,14611,14892,14611,14812,198023
035720,2010-08-20,14812,14973,14672,14672,113441
035720,2010-08-23,14712,14892,14491,14672,66787
035720,2010-08-24,14692,14712,13729,13729,248751
035720,2010-08-25,13728,14150,13568,13849,131563
035720,2010-08-26,14070,14551,14070,14351,328378
035720,2010-08-27,14371,14611,14330,14351,137000
035720,2010-08-30,14511,14612,14090,14331,77342
035720,2010-08-31,14190,14290,13849,14110,152492
035720,2010-09-01,14109,14571,14089,14491,105618
035720,2010-09-02,14651,14651,14149,14451,175887
035720,2010-09-03,14631,14732,14310,14351,117849
035720,2010-09-06,14450,14491,14109,14190,113092
035720,2010-09-07,14190,14331,13809,14010,191485
035720,2010-09-08,14050,14090,13728,14010,242202
035720,2010-09-09,14130,14250,13708,13809,158190
035720,2010-09-10,13869,14030,13648,14030,196650
035720,2010-09-13,14270,14391,14090,14351,241382
035720,2010-09-14,14531,15033,14471,15013,644607
035720,2010-09-15,15053,15113,14752,14993,315035
035720,2010-09-16,15032,15053,14711,14752,116617
035720,2010-09-17,14752,14973,14491,14973,156667
035720,2010-09-20,15053,15153,14772,14953,81459
035720,2010-09-24,14852,15133,14731,15093,123344
035720,2010-09-27,15133,15194,14913,15174,129288
035720,2010-09-28,15354,15635,15133,15154,224079
035720,2010-09-29,15234,15736,15214,15455,358524
035720,2010-09-30,15494,15856,15494,15816,316472
035720,2010-10-01,15816,15976,15595,15776,222394
035720,2010-10-04,15916,15916,15253,15274,169057
035720,2010-10-05,15354,15997,15294,15997,270232
035720,2010-10-06,16076,16538,15835,16438,328268
035720,2010-10-07,16317,16478,16257,16458,209062
035720,2010-10-08,16318,16518,16177,16278,108928
035720,2010-10-11,16358,16498,16177,16318,91653
035720,2010-10-12,16458,16759,16177,16458,348878
035720,2010-10-13,16398,16559,16217,16539,68291
035720,2010-10-14,16538,16538,15916,16278,134687
035720,2010-10-15,16257,16297,15815,16137,124166
035720,2010-10-18,16357,16478,16157,16157,98029
035720,2010-10-19,16317,16397,16096,16237,82481
035720,2010-10-20,15976,16358,15916,16338,70616
035720,2010-10-21,16397,16397,15996,16137,44540
035720,2010-10-22,16116,16177,15856,15856,65679
035720,2010-10-25,16036,16117,15775,16117,58721
035720,2010-10-26,16117,16117,15655,15716,90012
035720,2010-10-27,15896,15896,15354,15796,155254
035720,2010-10-28,15675,15816,15515,15716,45935
035720,2010-10-29,15776,15856,15454,15756,80367
035720,2010-11-01,15816,16338,15735,16318,118500
035720,2010-11-02,16638,16959,16337,16418,256540
035720,2010-11-03,16679,16900,16558,16599,368713
035720,2010-11-04,16598,16739,16357,16679,114369
035720,2010-11-05,16659,16679,16257,16298,119069
035720,2010-11-08,16457,16497,16196,16237,52903
035720,2010-11-09,16096,16277,16056,16137,69149
035720,2010-11-10,16217,16398,16097,16097,55664
035720,2010-11-11,16117,16177,15695,15716,147162
035720,2010-11-12,15856,15856,15154,15696,128242
035720,2010-11-15,15574,15635,15313,15635,91359
035720,2010-11-16,15474,15615,15173,15234,83116
035720,2010-11-17,14872,15314,14852,14933,103213
035720,2010-11-18,15153,15776,15093,15776,129054
035720,2010-11-19,15796,15816,15575,15716,58541
035720,2010-11-22,16237,16257,15695,15856,322226
035720,2010-11-23,15976,16057,15635,15997,94417
035720,2010-11-24,15354,16057,15354,16057,182123
035720,2010-11-25,16076,16076,15735,15956,76639
035720,2010-11-26,15856,15916,15134,15134,85845
035720,2010-11-29,15253,15394,14952,15013,85081
035720,2010-11-30,15052,15354,14872,15354,152294
035720,2010-12-01,15273,15354,14912,15314,197412
035720,2010-12-02,15374,15414,15174,15174,55083
035720,2010-12-03,15254,15354,15013,15194,60923
035720,2010-12-06,15193,15294,14892,14993,95070
035720,2010-12-07,14993,15154,14913,15154,68233
035720,2010-12-08,15153,15173,14972,15053,36295
035720,2010-12-09,15193,15314,15012,15314,85423
035720,2010-12-10,15233,15354,15073,15314,87978
035720,2010-12-13,15333,15414,15233,15354,55940
035720,2010-12-14,15374,15615,15354,15515,82496
035720,2010-12-15,15454,15635,15374,15595,55240
035720,2010-12-16,15514,15695,15434,15635,61566
035720,2010-12-17,15635,15635,15374,15595,75607
035720,2010-12-20,15374,15635,15033,15033,80109
035720,2010-12-21,15173,15293,14992,15033,62665
035720,2010-12-22,15032,15233,15032,15093,29347
035720,2010-12-23,15153,15294,15053,15274,78764
035720,2010-12-24,15273,15293,14972,15113,72492
035720,2010-12-27,14952,15032,14772,14772,40542
035720,2010-12-28,14772,14952,14672,14672,62743
035720,2010-12-29,14571,15314,14571,15314,115503
035720,2010-12-30,15314,15495,15033,15495,105189
035720,2011-01-03,15555,15555,15274,15415,67366
035720,2011-01-04,15414,15936,15414,15575,77414
035720,2011-01-05,15614,15755,15454,15655,55443
035720,2011-01-06,15816,15896,15575,15696,44358
035720,2011-01-07,15775,16157,15635,16077,131875
035720,2011-01-10,16196,16397,15915,15916,57982
035720,2011-01-11,15976,16258,15695,16258,83664
035720,2011-01-12,16337,16337,15916,16077,89229
035720,2011-01-13,16077,16338,15856,16298,109322
035720,2011-01-14,16297,16377,15976,16177,192936
035720,2011-01-17,16036,16257,15775,16217,118108
035720,2011-01-18,16036,16137,15776,15776,76728
035720,2011-01-19,15836,16117,15515,16077,98082
035720,2011-01-20,15755,16076,15715,15796,59740
035720,2011-01-21,15796,15896,15515,15796,75167
035720,2011-01-24,15795,16036,15654,15956,74611
035720,2011-01-25,15936,16036,15856,15856,96381
035720,2011-01-26,15936,16378,15936,16338,124754
035720,2011-01-27,16398,16659,16177,16659,121111
035720,2011-01-28,16759,17000,16498,16699,107175
035720,2011-01-31,16498,16638,16156,16177,78802
035720,2011-02-01,16197,16378,16077,16358,56923
035720,2011-02-07,16839,16839,16437,16518,73403
035720,2011-02-08,16518,16799,16458,16659,71792
035720,2011-02-09,16498,16859,16317,16739,95618
035720,2011-02-10,16579,17141,16579,16800,122975
035720,2011-02-11,16880,17402,16699,16840,237910
035720,2011-02-14,16839,17140,16758,17060,102930
035720,2011-02-15,17060,17421,16959,17341,315242
035720,2011-02-16,17501,17762,17180,17301,127447
035720,2011-02-17,17461,17542,16659,17482,155393
035720,2011-02-18,17482,17903,17281,17763,117362
035720,2011-02-21,17763,18064,17662,17964,191062
035720,2011-02-22,17863,18084,17703,17944,49251
035720,2011-02-23,17923,18064,17582,17964,123410
035720,2011-02-24,17963,19027,17863,18646,260861
035720,2011-02-25,18867,19971,18646,19630,206255
035720,2011-02-28,19870,20051,19067,19991,260274
035720,2011-03-02,19689,19990,18786,19228,245244
035720,2011-03-03,19147,19790,18826,19770,191717
035720,2011-03-04,19769,19769,18946,18987,202019
035720,2011-03-07,18887,19168,18586,18586,122908
035720,2011-03-08,18726,19188,18565,19148,100091
035720,2011-03-09,19167,19529,18907,19469,61086
035720,2011-03-10,19569,19589,18546,19048,120923
035720,2011-03-11,18847,18847,18305,18566,96870
035720,2011-03-14,18365,18646,17582,18265,119168
035720,2011-03-15,18264,18886,17261,18064,142015
035720,2011-03-16,18164,18545,17903,18104,121235
035720,2011-03-17,17663,18225,17602,18205,59457
035720,2011-03-18,18224,18606,18184,18265,110228
035720,2011-03-21,18304,18404,17842,18144,113735
035720,2011-03-22,18244,18465,17983,18465,88471
035720,2011-03-23,18545,19408,18385,19228,114945
035720,2011-03-24,19268,19569,18987,19549,188066
035720,2011-03-25,19709,19709,19127,19429,72883
035720,2011-03-28,19428,19830,19207,19830,107137
035720,2011-03-29,19810,20251,19730,19730,182299
035720,2011-03-30,19850,20131,19669,20031,84561
035720,2011-03-31,20252,20252,19670,19670,54328
035720,2011-04-01,19629,20011,19509,19931,90421
035720,2011-04-04,20030,20331,19549,19830,99818
035720,2011-04-05,19709,20071,19569,20031,62856
035720,2011-04-06,19930,20031,19710,19710,41161
035720,2011-04-07,19789,20231,19669,19850,94769
035720,2011-04-08,19930,20010,19689,19770,91177
035720,2011-04-11,19890,20232,19609,19670,82160
035720,2011-04-12,19670,19850,18987,19670,144597
035720,2011-04-13,19769,19850,19288,19830,102538
035720,2011-04-14,19609,20853,19609,20854,269272
035720,2011-04-15,21134,22077,20933,21797,283663
035720,2011-04-18,21476,21737,21155,21396,73147
035720,2011-04-19,21395,22077,21154,21817,119486
035720,2011-04-20,22018,22078,21516,21878,69040
035720,2011-04-21,21837,21978,20934,21978,208579
035720,2011-04-22,21978,21978,21115,21115,123862
035720,2011-04-25,20974,21255,20693,21075,83669
035720,2011-04-26,21075,21456,20774,21316,98079
035720,2011-04-27,21496,21556,20813,21115,156406
035720,2011-04-28,21335,22098,21275,21416,155583
035720,2011-04-29,21476,22078,21074,22038,105992
035720,2011-05-02,21997,22660,21496,22620,92586
035720,2011-05-03,22399,22820,21817,21817,74735
035720,2011-05-04,21696,22138,21395,21817,62181
035720,2011-05-06,21475,21636,20933,21275,100792
035720,2011-05-09,21275,21355,20492,20573,83754
035720,2011-05-11,20693,20834,20452,20493,52945
035720,2011-05-12,20452,20632,20050,20372,77256
035720,2011-05-13,20613,20974,20212,20734,50798
035720,2011-05-16,20753,20974,20472,20834,87338
035720,2011-05-17,20773,21094,20633,20894,112615
035720,2011-05-18,20933,21134,20412,20673,78930
035720,2011-05-19,20673,20774,20232,20473,52880
035720,2011-05-20,20512,20633,20111,20252,35234
035720,2011-05-23,20331,20973,20131,20412,106346
035720,2011-05-24,20271,20472,20030,20071,141698
035720,2011-05-25,20071,20212,19931,20172,77995
035720,2011-05-26,20412,20593,20091,20473,40135
035720,2011-05-27,20372,20693,20332,20453,29975
035720,2011-05-30,20453,20734,20392,20453,16324
035720,2011-05-31,20513,21235,20472,21035,70647
035720,2011-06-01,21114,21636,21034,21476,39005
035720,2011-06-02,21055,22159,20914,21878,68860
035720,2011-06-03,22219,22620,22178,22460,61909
035720,2011-06-07,22359,23022,22259,23002,64143
035720,2011-06-08,22680,23062,22500,23002,30762
035720,2011-06-09,23002,23022,22681,22681,37079
035720,2011-06-10,22961,23282,22218,22520,66672
035720,2011-06-13,22519,23141,22218,22640,25791
035720,2011-06-14,22860,22860,22278,22299,56469
035720,2011-06-15,22298,22680,21716,22660,106630
035720,2011-06-16,22540,23182,22198,22781,46580
035720,2011-06-17,22680,22961,22279,22841,39297
035720,2011-06-20,22981,22981,22499,22580,15168
035720,2011-06-21,22580,22941,22239,22741,28846
035720,2011-06-22,22800,23362,22680,23202,41785
035720,2011-06-23,23162,23162,22580,22580,45504
035720,2011-06-24,22760,22961,22540,22821,29411
035720,2011-06-27,22479,22580,22199,22199,34282
035720,2011-06-28,22238,22379,21797,22078,72331
035720,2011-06-29,22178,22379,21998,22179,83158
035720,2011-06-30,22379,22479,22238,22279,48737
035720,2011-07-01,22318,22439,21977,22098,103381
035720,2011-07-04,22439,22480,22279,22480,194898
035720,2011-07-05,22480,22480,22339,22480,69617
035720,2011-07-06,22460,22500,22239,22420,67278
035720,2011-07-07,22419,22981,22399,22480,123574
035720,2011-07-08,22459,23483,22379,23483,290978
035720,2011-07-11,23323,24266,23262,24166,144485
035720,2011-07-12,23985,24406,23584,23584,289848
035720,2011-07-13,23583,25671,23523,25350,217594
035720,2011-07-14,25350,25370,24607,24688,145278
035720,2011-07-15,25088,26072,24065,24587,203431
035720,2011-07-18,24688,25691,24366,25511,155080
035720,2011-07-19,25510,26734,25410,26454,323794
035720,2011-07-20,27036,28099,26333,27297,222689
035720,2011-07-21,27297,27879,27056,27498,112279
035720,2011-07-22,27297,28662,27136,27819,100872
035720,2011-07-25,27819,28100,27798,27819,126624
035720,2011-07-26,27999,28782,27498,28602,92067
035720,2011-07-27,27497,28882,26694,28501,230749
035720,2011-07-28,28099,28119,27035,27096,150406
035720,2011-07-29,27096,27276,26333,26494,122337
035720,2011-08-01,26734,27076,26393,26775,71417
035720,2011-08-02,26795,27277,25811,26093,139704
035720,2011-08-03,25791,27236,25490,26875,83534
035720,2011-08-04,27216,28260,26634,27598,141835
035720,2011-08-05,26313,28019,25630,27076,238721
035720,2011-08-08,26313,26694,24667,26253,168505
035720,2011-08-09,25229,26032,23262,25250,119503
035720,2011-08-10,26192,26493,25691,25691,179654
035720,2011-08-11,24587,28099,24587,27096,135295
035720,2011-08-12,27095,27698,25309,25972,343136
035720,2011-08-16,25490,25691,23724,23885,1204341
035720,2011-08-17,23623,24788,22439,24788,1256536
035720,2011-08-18,24808,26132,24266,25591,669102
035720,2011-08-19,24687,25972,24406,25049,376729
035720,2011-08-22,25690,25710,23061,24587,312843
035720,2011-08-23,24627,25088,23884,24246,210071
035720,2011-08-24,24266,24707,23302,23403,181628
035720,2011-08-25,23624,24226,23443,23865,174172
035720,2011-08-26,23864,24567,23142,23885,150070
035720,2011-08-29,24286,24346,23543,23965,141044
035720,2011-08-30,24106,25069,23845,24929,180481
035720,2011-08-31,24868,26032,24647,25491,356201
035720,2011-09-01,25691,26032,25289,25691,206243
035720,2011-09-02,25892,26996,25591,26996,315468
035720,2011-09-05,26574,27396,26293,26855,198102
035720,2011-09-06,26695,27658,26093,26896,193699
035720,2011-09-07,27498,28180,26996,27458,160726
035720,2011-09-08,27698,27698,26193,27297,206684
035720,2011-09-09,27056,27297,25792,25792,109365
035720,2011-09-14,25771,26373,25490,25631,108455
035720,2011-09-15,26434,26695,25591,26374,83038
035720,2011-09-16,26634,27155,26493,26594,91832
035720,2011-09-19,26313,26875,26113,26113,53558
035720,2011-09-20,26092,27256,25891,26795,130047
035720,2011-09-21,27076,29404,26916,29405,181795
035720,2011-09-22,29003,29966,27899,28702,196091
035720,2011-09-23,27999,28501,27478,27478,98849
035720,2011-09-26,27498,27879,25751,26635,92007
035720,2011-09-27,27096,28401,26996,28100,71620
035720,2011-09-28,28661,28902,27316,27919,77411
035720,2011-09-29,27718,28742,27236,28742,68954
035720,2011-09-30,28701,29765,28199,28782,63071
035720,2011-10-04,27698,28060,26173,26896,255174
035720,2011-10-05,27096,27096,25250,25250,173211
035720,2011-10-06,25891,27316,25871,26494,167955
035720,2011-10-07,27095,27196,25088,25169,191667
035720,2011-10-10,25189,26092,25089,25892,106881
035720,2011-10-11,26695,26695,25410,25491,136226
035720,2011-10-12,25510,26614,25269,26574,164294
035720,2011-10-13,26634,28059,26634,27096,187711
035720,2011-10-14,27558,28381,27136,28301,136419
035720,2011-10-17,28702,28842,28020,28020,140887
035720,2011-10-18,27678,29705,27618,29304,218981
035720,2011-10-19,29604,30508,29203,29344,145909
035720,2011-10-20,29343,29343,28240,28802,90012
035720,2011-10-21,29304,30488,28883,29706,155816
035720,2011-10-24,29806,29886,28983,29706,93801
035720,2011-10-25,29665,29785,28320,29284,188841
035720,2011-10-26,28943,29866,28902,29485,53388
035720,2011-10-27,29224,29485,28020,28020,215062
035720,2011-10-28,27999,28220,26153,26936,363193
035720,2011-10-31,27076,27377,26393,27277,199991
035720,2011-11-01,27096,27417,26133,26133,182576
035720,2011-11-02,25590,26835,25590,26795,233470
035720,2011-11-03,26795,27096,26093,26093,89128
035720,2011-11-04,26393,26694,26273,26474,115892
035720,2011-11-07,27517,28340,26754,27136,492654
035720,2011-11-08,27437,27477,26474,26956,144180
035720,2011-11-09,27116,28902,26714,28802,225384
035720,2011-11-10,28401,28923,27658,28361,204801
035720,2011-11-11,28801,28882,27938,28541,82513
035720,2011-11-14,28601,28822,28099,28481,126458
035720,2011-11-15,28260,28701,27638,27638,93352
035720,2011-11-16,27638,28541,27457,27739,88301
035720,2011-11-17,27939,28541,27939,28441,46960
035720,2011-11-18,28300,28501,27658,28040,58032
035720,2011-11-21,27939,28240,27257,27779,54675
035720,2011-11-22,27477,28501,27417,28441,68523
035720,2011-11-23,28461,28641,28019,28401,48729
035720,2011-11-24,28401,28963,28020,28843,51837
035720,2011-11-25,28642,28842,28100,28642,39510
035720,2011-11-28,28963,29685,28441,29505,59618
035720,2011-11-29,29544,29745,29203,29364,63023
035720,2011-11-30,29364,30126,29163,29304,114990
035720,2011-12-01,29805,30106,27598,27859,279926
035720,2011-12-02,27799,28240,27799,28000,83214
035720,2011-12-05,28200,28301,27819,28301,75551
035720,2011-12-06,28259,28259,27657,27698,55532
035720,2011-12-07,27898,27898,27216,27417,70798
035720,2011-12-08,27497,27577,26734,27136,85585
035720,2011-12-09,26935,27156,26494,26735,79510
035720,2011-12-12,26895,27778,26734,27698,62745
035720,2011-12-13,27337,27698,26916,26916,34624
035720,2011-12-14,26915,27276,26795,27056,50171
035720,2011-12-15,26855,26936,26554,26655,60122
035720,2011-12-16,26955,27477,26634,27437,56433
035720,2011-12-19,27416,27416,24105,26594,123396
035720,2011-12-20,26513,26533,24948,25731,245632
035720,2011-12-21,26092,26293,25450,25832,107865
035720,2011-12-22,25891,25991,25249,25751,82187
035720,2011-12-23,25410,25972,25309,25651,129904
035720,2011-12-26,25711,25892,25290,25290,61627
035720,2011-12-27,25289,25289,24105,24808,131206
035720,2011-12-28,24507,25049,24346,24407,59412
035720,2011-12-29,24286,24627,23985,24086,98343
035720,2012-01-02,24286,24988,24085,24828,95726
035720,2012-01-03,24888,25551,24728,25511,104827
035720,2012-01-04,25510,25510,24928,24989,93494
035720,2012-01-05,25270,25751,25049,25210,76121
035720,2012-01-06,25289,25570,24487,24487,46053
035720,2012-01-09,24486,25269,24165,25129,83724
035720,2012-01-10,25390,26374,25390,26374,156554
035720,2012-01-11,26353,26835,25811,26494,84066
035720,2012-01-12,26313,26353,25951,25992,68560
035720,2012-01-13,25831,25931,25088,25149,124383
035720,2012-01-16,25169,26092,25169,25932,77037
035720,2012-01-17,26393,26694,26132,26594,63595
035720,2012-01-18,26654,26654,25951,26293,67716
035720,2012-01-19,26634,26654,25951,26293,70104
035720,2012-01-20,26554,26554,25490,25671,138539
035720,2012-01-25,25792,25792,25209,25230,132331
035720,2012-01-26,25249,25831,25249,25591,60287
035720,2012-01-27,25490,26213,25470,25892,82876
035720,2012-01-30,25912,26554,25912,26334,98032
035720,2012-01-31,26333,26694,26012,26474,143038
035720,2012-02-01,26233,26413,25831,25932,60816
035720,2012-02-02,26092,26092,24747,24908,249589
035720,2012-02-03,25008,25169,24266,24547,202851
035720,2012-02-06,24688,24688,22901,22982,365604
035720,2012-02-07,23121,23443,22720,23443,187702
035720,2012-02-08,23142,23784,23142,23644,116525
035720,2012-02-09,23664,23744,22941,23042,110730
035720,2012-02-10,23122,23684,22640,23584,116984
035720,2012-02-13,23664,24166,23262,24126,99673
035720,2012-02-14,24186,24427,24005,24146,87267
035720,2012-02-15,24185,24185,23081,23142,269881
035720,2012-02-16,23142,23262,22981,23082,124012
035720,2012-02-17,23162,23222,22680,22721,208836
035720,2012-02-20,22580,22820,21978,22259,243682
035720,2012-02-21,22299,22921,22138,22761,116727
035720,2012-02-22,22761,23042,22419,22982,171099
035720,2012-02-23,22780,23342,22600,23162,165860
035720,2012-02-24,23423,23804,23162,23684,234727
035720,2012-02-27,23663,23683,23061,23443,109239
035720,2012-02-28,23643,23643,22780,22881,143945
035720,2012-02-29,22700,22880,22318,22620,211694
035720,2012-03-02,22680,22740,22339,22580,167451
035720,2012-03-05,22579,23021,22338,22379,99737
035720,2012-03-06,22339,22620,22218,22299,74804
035720,2012-03-07,22138,22460,21717,22460,183295
035720,2012-03-08,22379,22901,22238,22841,171238
035720,2012-03-09,23042,23202,22881,23002,111380
035720,2012-03-12,22821,23142,22760,23082,80024
035720,2012-03-13,22880,23221,22680,22941,209643
035720,2012-03-14,23081,23804,23041,23784,220539
035720,2012-03-15,23844,24326,23583,24146,234547
035720,2012-03-16,24145,24285,23824,24005,90651
035720,2012-03-19,24005,24105,23503,23664,95166
035720,2012-03-20,23663,23663,23061,23182,143638
035720,2012-03-21,23262,24447,23222,24447,190864
035720,2012-03-22,24387,24567,24126,24387,102240
035720,2012-03-23,24246,24668,23885,24387,182272
035720,2012-03-26,24687,24828,24326,24688,142249
035720,2012-03-27,24767,24888,24205,24587,118921
035720,2012-03-28,24728,24828,24326,24387,49347
035720,2012-03-29,24266,24587,23583,24186,87466
035720,2012-03-30,24165,24165,23603,23905,125768
035720,2012-04-02,24085,24206,23684,23865,84633
035720,2012-04-03,23884,24165,23202,23202,152477
035720,2012-04-04,23082,23363,22379,22781,139735
035720,2012-04-05,22680,23905,22399,23805,159545
035720,2012-04-06,22982,24186,22982,24086,131734
035720,2012-04-09,24025,24025,23283,23283,69794
035720,2012-04-10,23122,23403,22400,22400,117780
035720,2012-04-12,22459,22781,21938,22480,134104
035720,2012-04-13,22480,23805,22460,23805,171191
035720,2012-04-16,23503,24165,23302,23965,97342
035720,2012-04-17,23723,24887,23723,24607,151960
035720,2012-04-18,24908,24908,24366,24607,85024
035720,2012-04-19,24366,25009,24126,24929,139750
035720,2012-04-20,24747,24888,24265,24286,50293
